"module","pathway_id","pathway_name","fish_Pvalue","reg_coeff","GenesInPathway","Go_Reactome_root_id","Go_Reactome_root_names","step2root"
"PPI-STRING_Consensus_mod217","R-HSA-112412","SOS-mediated signalling","2.94e-07","3.90e-03",7,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod217","R-HSA-6802949","Signaling by RAS mutants","1.54e-38","2.41e-01",47,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod217","R-HSA-171007","p38MAPK events","1.15e-08","2.02e-02",13,"R-HSA-162582","Signal Transduction",6
"PPI-STRING_Consensus_mod218","GO:0009435","NAD biosynthetic process","3.10e-04","1.32e-02",12,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod218","GO:0008154","actin polymerization or depolymerization","3.10e-04","1.73e-03",12,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod218","GO:0030552","cAMP binding","1.75e-07","2.20e-02",23,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod218","GO:0007597","blood coagulation, intrinsic pathway","6.65e-06","4.57e-03",17,"GO:0008152#GO:0050896","metabolic process#response to stimulus",3
"PPI-STRING_Consensus_mod218","GO:0007190","activation of adenylate cyclase activity","7.00e-07","2.12e-02",32,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod218","GO:0004862","cAMP-dependent protein kinase inhibitor activity","8.32e-07","2.40e-02",9,"GO:0098772","molecular function regulator",7
"PPI-STRING_Consensus_mod218","GO:0005952","cAMP-dependent protein kinase complex","5.55e-07","1.10e-01",8,"GO:0032991#GO:0044464","protein-containing complex#cell part",2
"PPI-STRING_Consensus_mod218","GO:2000480","negative regulation of cAMP-dependent protein kinase activity","5.55e-07","9.41e-02",8,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod218","GO:0016422","mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity","6.62e-03","2.81e-02",3,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod218","R-HSA-430116","GP1b-IX-V activation signalling","1.19e-06","9.92e-02",10,"R-HSA-109582","Hemostasis",2
"PPI-STRING_Consensus_mod218","R-HSA-1483152","Hydrolysis of LPE","4.42e-03","1.19e-01",2,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod218","R-HSA-140837","Intrinsic Pathway of Fibrin Clot Formation","6.65e-06","2.70e-03",17,"R-HSA-109582","Hemostasis",2
"PPI-STRING_Consensus_mod218","R-HSA-75892","Platelet Adhesion to exposed collagen","2.81e-06","4.00e-02",13,"R-HSA-109582","Hemostasis",1
"PPI-STRING_Consensus_mod218","R-HSA-4641263","Regulation of FZD by ubiquitination","1.29e-05","2.33e-02",21,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod218","R-HSA-428890","Role of ABL in ROBO-SLIT signaling","1.32e-04","5.36e-02",8,"R-HSA-1266738","Developmental Biology",3
"PPI-STRING_Consensus_mod219","GO:0007034","vacuolar transport","8.64e-07","2.56e-02",14,"GO:0051179","localization",4
"PPI-STRING_Consensus_mod219","GO:0039702","viral budding via host ESCRT complex","1.73e-08","1.41e-02",21,"GO:0051704","multi-organism process",6
"PPI-STRING_Consensus_mod219","GO:0000920","cell separation after cytokinesis","6.89e-09","7.77e-02",17,"GO:0009987","cellular process",2
"PPI-STRING_Consensus_mod219","GO:0004198","calcium-dependent cysteine-type endopeptidase activity","3.54e-30","5.40e-01",15,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod219","R-HSA-5666185","RHO GTPases Activate Rhotekin and Rhophilins","6.70e-05","4.31e-02",9,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod220","GO:0020037","heme binding","1.87e-14","3.09e-02",140,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod220","GO:0098869","cellular oxidant detoxification","6.49e-07","1.94e-04",74,"GO:0009987#GO:0098754","cellular process#detoxification",3
"PPI-STRING_Consensus_mod220","GO:0036374","glutathione hydrolase activity","3.52e-08","2.30e-01",9,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod220","GO:1901750","leukotriene D4 biosynthetic process","5.85e-08","2.41e-02",10,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod220","GO:0052689","carboxylic ester hydrolase activity","4.46e-15","1.51e-01",31,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod220","GO:0019371","cyclooxygenase pathway","5.09e-10","7.88e-02",11,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod220","GO:0050220","prostaglandin-E synthase activity","1.03e-04","5.68e-02",4,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod220","GO:0004028","3-chloroallyl aldehyde dehydrogenase activity","2.57e-04","1.11e-01",6,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod220","GO:0004301","epoxide hydrolase activity","1.72e-04","1.51e-01",5,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod220","GO:0005501","retinoid binding","2.44e-06","1.85e-01",7,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod220","GO:0004771","sterol esterase activity","1.96e-08","2.06e-01",8,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod220","R-HSA-156582","Acetylation","1.73e-05","5.92e-01",2,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod220","R-HSA-9018682","Biosynthesis of maresins","4.77e-04","1.96e-02",8,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod220","R-HSA-140180","COX reactions","4.19e-03","2.07e-01",1,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod220","R-HSA-2395516","Electron transport from NADPH to Ferredoxin","1.25e-02","2.77e-02",3,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod220","R-HSA-173599","Formation of the active cofactor, UDP-glucuronate","1.25e-02","2.77e-02",3,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod220","R-HSA-189483","Heme degradation","2.57e-04","1.01e-01",6,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod220","R-HSA-880009","Interconversion of 2-oxoglutarate and 2-hydroxyglutarate","1.25e-02","2.77e-02",3,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod220","R-HSA-2162123","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)","2.13e-11","1.46e-01",15,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod221","GO:0050482","arachidonic acid secretion","3.14e-06","5.28e-03",24,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod221","GO:0007631","feeding behavior","2.75e-06","4.73e-03",23,"GO:0007610","behavior",2
"PPI-STRING_Consensus_mod221","GO:0007204","positive regulation of cytosolic calcium ion concentration","4.69e-16","2.79e-03",146,"GO:0009987#GO:0065007","cellular process#biological regulation",3
"PPI-STRING_Consensus_mod221","GO:0001965","G-protein alpha-subunit binding","2.07e-06","4.61e-03",21,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod221","GO:0032060","bleb assembly","6.37e-05","9.11e-04",10,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod221","R-HSA-444473","Formyl peptide receptors bind formyl peptides and many other ligands","1.32e-07","1.11e-01",9,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod221","R-HSA-418594","G alpha (i) signalling events","7.89e-28","8.97e-03",369,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod221","R-HSA-416476","G alpha (q) signalling events","1.60e-32","3.79e-02",206,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod221","R-HSA-419408","Lysosphingolipid and LPA receptors","1.64e-09","1.15e-01",14,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod222","R-HSA-418555","G alpha (s) signalling events","2.33e-91","6.93e-03",559,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod222","R-HSA-381753","Olfactory Signaling Pathway","3.08e-99","1.03e-01",421,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod223","GO:0008373","sialyltransferase activity"," 2.39e-08","6.17e-03",13,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod223","GO:0016266","O-glycan processing","1.90e-103","2.79e-01",58,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod223","GO:0004653","polypeptide N-acetylgalactosaminyltransferase activity"," 5.43e-31","1.24e-01",19,"GO:0003824","catalytic activity",3
"PPI-STRING_Consensus_mod223","GO:0001665","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity"," 2.91e-07","7.67e-02",6,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod223","R-HSA-5083632","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)"," 2.75e-45","1.06e-01",18,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod223","R-HSA-5083636","Defective GALNT12 causes colorectal cancer 1 (CRCS1)"," 2.75e-45","1.08e-01",18,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod223","R-HSA-5083625","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)"," 2.75e-45","1.10e-01",18,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod223","R-HSA-913709","O-linked glycosylation of mucins","5.38e-108","2.10e-01",66,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod224","GO:0007608","sensory perception of smell","1.82e-25","2.40e-02",146,"GO:0032501","multicellular organismal process",6
"PPI-STRING_Consensus_mod224","R-HSA-418555","G alpha (s) signalling events","7.92e-61","1.28e-03",559,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod224","R-HSA-381753","Olfactory Signaling Pathway","5.80e-66","5.67e-02",421,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod226","GO:0006464","cellular protein modification process","5.17e-11","1.73e-02",89,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod226","GO:0097602","cullin family protein binding","1.30e-15","4.19e-02",18,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod226","GO:0019005","SCF ubiquitin ligase complex","8.06e-13","2.64e-02",57,"GO:0032991#GO:0044464","protein-containing complex#cell part",5
"PPI-STRING_Consensus_mod226","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","2.14e-12","1.34e-02",40,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod226","GO:1990253","cellular response to leucine starvation","6.42e-04","3.06e-02",10,"GO:0009987#GO:0050896","cellular process#response to stimulus",6
"PPI-STRING_Consensus_mod226","GO:0045116","protein neddylation","8.69e-26","5.86e-01",13,"GO:0008152#GO:0009987","metabolic process#cellular process",7
"PPI-STRING_Consensus_mod226","GO:0031461","cullin-RING ubiquitin ligase complex","9.62e-08","7.40e-03",12,"GO:0032991#GO:0044464","protein-containing complex#cell part",4
"PPI-STRING_Consensus_mod226","R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","1.72e-22","4.46e-03",309,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod226","R-HSA-2644605","FBXW7 Mutants and NOTCH1 in Cancer","5.39e-07","8.38e-02",5,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod226","R-HSA-2644607","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling","5.39e-07","7.76e-02",5,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod226","R-HSA-8951664","Neddylation","1.41e-33","3.20e-02",234,"R-HSA-392499","Metabolism of proteins",2
"PPI-STRING_Consensus_mod227","GO:0045596","negative regulation of cell differentiation","3.49e-06","3.95e-03",50,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod227","GO:0010457","centriole-centriole cohesion","2.78e-04","1.30e-02",12,"GO:0009987","cellular process",3
"PPI-STRING_Consensus_mod228","GO:0006897","endocytosis","9.42e-20","3.17e-02",131,"GO:0051179","localization",3
"PPI-STRING_Consensus_mod228","GO:0017112","Rab guanyl-nucleotide exchange factor activity","2.75e-10","4.26e-02",51,"GO:0005488#GO:0098772","binding#molecular function regulator",4
"PPI-STRING_Consensus_mod228","GO:0030136","clathrin-coated vesicle","2.00e-13","1.69e-02",58,"GO:0043226#GO:0044464","organelle#cell part",6
"PPI-STRING_Consensus_mod228","GO:0032051","clathrin light chain binding","2.72e-06","4.40e-02",9,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod228","GO:0061024","membrane organization","2.29e-27","2.50e-02",126,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",3
"PPI-STRING_Consensus_mod228","GO:0005905","clathrin-coated pit","7.01e-14","2.55e-02",52,"GO:0044425#GO:0044464","membrane part#cell part",2
"PPI-STRING_Consensus_mod228","GO:0030948","negative regulation of vascular endothelial growth factor receptor signaling pathway","4.62e-04","7.02e-03",10,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod228","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","2.85e-08","2.50e-02",28,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod228","GO:0032456","endocytic recycling","2.85e-08","4.57e-02",28,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod228","GO:0097320","plasma membrane tubulation","1.45e-05","4.78e-03",15,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod228","GO:0004322","ferroxidase activity","3.70e-04","3.61e-02",9,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod228","GO:0044754","autolysosome","4.62e-04","1.45e-02",10,"GO:0043226#GO:0044464","organelle#cell part",6
"PPI-STRING_Consensus_mod228","GO:0071439","clathrin complex","3.88e-06","4.70e-04",10,"GO:0032991#GO:0044425#GO:0044464","protein-containing complex#membrane part#cell part",3
"PPI-STRING_Consensus_mod228","GO:1901981","phosphatidylinositol phosphate binding","2.72e-06","1.02e-01",9,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod228","R-HSA-421837","Clathrin derived vesicle budding","2.67e-14","1.14e-02",72,"R-HSA-5653656","Vesicle-mediated transport",3
"PPI-STRING_Consensus_mod228","R-HSA-8856828","Clathrin-mediated endocytosis","1.35e-30","4.49e-02",135,"R-HSA-5653656","Vesicle-mediated transport",2
"PPI-STRING_Consensus_mod228","R-HSA-182971","EGFR downregulation","1.24e-08","1.62e-02",24,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod228","R-HSA-196025","Formation of annular gap junctions","3.83e-11","2.34e-01",9,"R-HSA-5653656","Vesicle-mediated transport",5
"PPI-STRING_Consensus_mod228","R-HSA-190873","Gap junction degradation","7.64e-11","7.07e-04",10,"R-HSA-5653656","Vesicle-mediated transport",4
"PPI-STRING_Consensus_mod228","R-HSA-177504","Retrograde neurotrophin signalling","6.01e-10","5.29e-02",14,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod228","R-HSA-199992","trans-Golgi Network Vesicle Budding","2.67e-14","1.05e-02",72,"R-HSA-5653656","Vesicle-mediated transport",2
"PPI-STRING_Consensus_mod229","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","1.66e-41","6.38e-03",46,"GO:0022610","biological adhesion",5
"PPI-STRING_Consensus_mod229","GO:0007043","cell-cell junction assembly","2.86e-45","3.89e-02",44,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod229","GO:0016342","catenin complex","3.66e-50","1.31e-01",28,"GO:0032991#GO:0044425#GO:0044464","protein-containing complex#membrane part#cell part",4
"PPI-STRING_Consensus_mod229","GO:0044331","cell-cell adhesion mediated by cadherin","1.03e-47","2.06e-01",25,"GO:0022610","biological adhesion",4
"PPI-STRING_Consensus_mod229","R-HSA-418990","Adherens junctions interactions","9.17e-53","2.82e-01",31,"R-HSA-1500931","Cell-Cell communication",3
"PPI-STRING_Consensus_mod230","GO:0006270","DNA replication initiation","3.81e-52","2.53e-01",28,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod230","GO:0003688","DNA replication origin binding","4.95e-29","1.10e-01",17,"GO:0005488","binding",7
"PPI-STRING_Consensus_mod230","GO:0000076","DNA replication checkpoint","2.15e-09","2.37e-02",8,"GO:0009987#GO:0065007","cellular process#biological regulation",4
"PPI-STRING_Consensus_mod230","GO:0043138","3'-5' DNA helicase activity","1.07e-09","2.86e-02",7,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod230","GO:0042555","MCM complex","5.65e-21","7.53e-02",9,"GO:0032991","protein-containing complex",2
"PPI-STRING_Consensus_mod230","GO:0048478","replication fork protection","1.13e-06","1.39e-01",9,"GO:0008152#GO:0009987#GO:0065007","metabolic process#cellular process#biological regulation",5
"PPI-STRING_Consensus_mod230","R-HSA-176187","Activation of ATR in response to replication stress","3.26e-42","4.77e-03",37,"R-HSA-1640170","Cell Cycle",3
"PPI-STRING_Consensus_mod230","R-HSA-68962","Activation of the pre-replicative complex","4.24e-56","2.51e-01",33,"R-HSA-1640170#R-HSA-69306","Cell Cycle#DNA Replication",3
"PPI-STRING_Consensus_mod230","R-HSA-68689","CDC6 association with the ORC:origin complex","2.47e-18","2.95e-02",8,"R-HSA-1640170#R-HSA-69306","Cell Cycle#DNA Replication",4
"PPI-STRING_Consensus_mod230","R-HSA-69190","DNA strand elongation","5.13e-38","7.67e-02",32,"R-HSA-1640170#R-HSA-69306","Cell Cycle#DNA Replication",2
"PPI-STRING_Consensus_mod230","R-HSA-176974","Unwinding of DNA","8.07e-33","3.28e-01",12,"R-HSA-1640170#R-HSA-69306","Cell Cycle#DNA Replication",3
"PPI-STRING_Consensus_mod231","GO:0006935","chemotaxis","3.93e-58","1.61e-02",119,"GO:0040011","locomotion",3
"PPI-STRING_Consensus_mod231","GO:0048245","eosinophil chemotaxis","4.79e-29","1.45e-01",21,"GO:0002376#GO:0009987#GO:0040011","immune system process#cellular process#locomotion",5
"PPI-STRING_Consensus_mod231","GO:0048020","CCR chemokine receptor binding","1.71e-35","7.27e-02",29,"GO:0005488","binding",6
"PPI-STRING_Consensus_mod231","GO:0070098","chemokine-mediated signaling pathway","4.70e-69","4.84e-02",71,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod231","GO:0002407","dendritic cell chemotaxis","1.35e-18","2.34e-02",17,"GO:0002376#GO:0009987#GO:0040011","immune system process#cellular process#locomotion",4
"PPI-STRING_Consensus_mod231","GO:0016493","C-C chemokine receptor activity","1.08e-37","1.94e-01",23,"GO:0060089","molecular transducer activity",6
"PPI-STRING_Consensus_mod231","GO:0019957","C-C chemokine binding","2.89e-37","1.30e-01",24,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod231","GO:0002548","monocyte chemotaxis","5.72e-35","2.56e-02",43,"GO:0002376#GO:0009987#GO:0040011","immune system process#cellular process#locomotion",4
